,month,bus_route_id,violation_type,violations
376,2023-07,Q58,MOBILE BUS LANE,244
377,2023-07,S79+,MOBILE BUS LANE,104
378,2023-08,B25,MOBILE BUS LANE,379
379,2023-08,B42,MOBILE BUS LANE,179
380,2023-08,B44+,MOBILE BUS LANE,361
381,2023-08,B46+,MOBILE BUS LANE,1093
382,2023-08,B62,MOBILE BUS LANE,20
383,2023-08,BX12+,MOBILE BUS LANE,5080
384,2023-08,BX19,MOBILE BUS LANE,733
385,2023-08,BX35,MOBILE BUS LANE,641
386,2023-08,BX36,MOBILE BUS LANE,1019
387,2023-08,BX41+,MOBILE BUS LANE,5853
388,2023-08,M14+,MOBILE BUS LANE,691
389,2023-08,M15+,MOBILE BUS LANE,4360
390,2023-08,M23+,MOBILE BUS LANE,78
391,2023-08,M34+,MOBILE BUS LANE,65
392,2023-08,M86+,MOBILE BUS LANE,22
393,2023-08,Q43,MOBILE BUS LANE,427
394,2023-08,Q44+,MOBILE BUS LANE,2104
395,2023-08,Q58,MOBILE BUS LANE,489
396,2023-08,S79+,MOBILE BUS LANE,119
397,2023-09,B25,MOBILE BUS LANE,503
398,2023-09,B42,MOBILE BUS LANE,233
399,2023-09,B44+,MOBILE BUS LANE,355
400,2023-09,B46+,MOBILE BUS LANE,739
401,2023-09,B62,MOBILE BUS LANE,30
402,2023-09,BX12+,MOBILE BUS LANE,4123
403,2023-09,BX19,MOBILE BUS LANE,1986
404,2023-09,BX35,MOBILE BUS LANE,751
405,2023-09,BX36,MOBILE BUS LANE,1230
406,2023-09,BX41+,MOBILE BUS LANE,5371
407,2023-09,M14+,MOBILE BUS LANE,403
408,2023-09,M15+,MOBILE BUS LANE,3370
409,2023-09,M23+,MOBILE BUS LANE,60
410,2023-09,M34+,MOBILE BUS LANE,37
411,2023-09,M86+,MOBILE BUS LANE,33
412,2023-09,Q43,MOBILE BUS LANE,577
413,2023-09,Q44+,MOBILE BUS LANE,2405
414,2023-09,Q58,MOBILE BUS LANE,489
415,2023-09,S79+,MOBILE BUS LANE,98
416,2023-10,B25,MOBILE BUS LANE,1295
417,2023-10,B26,MOBILE BUS LANE,8
418,2023-10,B42,MOBILE BUS LANE,162
419,2023-10,B62,MOBILE BUS LANE,35
420,2023-10,BX12+,MOBILE BUS LANE,3758
421,2023-10,BX19,MOBILE BUS LANE,2344
422,2023-10,BX35,MOBILE BUS LANE,814
423,2023-10,BX36,MOBILE BUS LANE,1218
424,2023-10,BX41+,MOBILE BUS LANE,6750
425,2023-10,M15+,MOBILE BUS LANE,164
426,2023-10,Q43,MOBILE BUS LANE,609
427,2023-10,Q44+,MOBILE BUS LANE,2638
428,2023-10,Q58,MOBILE BUS LANE,456
429,2023-10,S79+,MOBILE BUS LANE,188
430,2023-11,B25,MOBILE BUS LANE,1120
431,2023-11,B26,MOBILE BUS LANE,11
432,2023-11,B42,MOBILE BUS LANE,184
433,2023-11,B44+,MOBILE BUS LANE,640
434,2023-11,B46+,MOBILE BUS LANE,1452
435,2023-11,B62,MOBILE BUS LANE,31
436,2023-11,BX12+,MOBILE BUS LANE,3419
437,2023-11,BX19,MOBILE BUS LANE,1916
438,2023-11,BX35,MOBILE BUS LANE,760
439,2023-11,BX36,MOBILE BUS LANE,1049
440,2023-11,BX41+,MOBILE BUS LANE,4994
441,2023-11,M14+,MOBILE BUS LANE,107
442,2023-11,M15+,MOBILE BUS LANE,2111
443,2023-11,M23+,MOBILE BUS LANE,32
444,2023-11,M34+,MOBILE BUS LANE,46
445,2023-11,M86+,MOBILE BUS LANE,14
446,2023-11,Q43,MOBILE BUS LANE,628
447,2023-11,Q44+,MOBILE BUS LANE,2362
448,2023-11,Q54,MOBILE BUS LANE,2669
449,2023-11,Q58,MOBILE BUS LANE,400
450,2023-11,S79+,MOBILE BUS LANE,146
451,2023-12,B25,MOBILE BUS LANE,1127
452,2023-12,B26,MOBILE BUS LANE,20
453,2023-12,B42,MOBILE BUS LANE,120
454,2023-12,B44+,MOBILE BUS LANE,1649
455,2023-12,B46+,MOBILE BUS LANE,3230
456,2023-12,B62,MOBILE BUS LANE,23
457,2023-12,BX12+,MOBILE BUS LANE,3356
458,2023-12,BX19,MOBILE BUS LANE,1956
459,2023-12,BX35,MOBILE BUS LANE,746
460,2023-12,BX36,MOBILE BUS LANE,1177
461,2023-12,BX41+,MOBILE BUS LANE,6231
462,2023-12,M14+,MOBILE BUS LANE,873
463,2023-12,M15+,MOBILE BUS LANE,4748
464,2023-12,M23+,MOBILE BUS LANE,176
465,2023-12,M34+,MOBILE BUS LANE,384
466,2023-12,M86+,MOBILE BUS LANE,67
467,2023-12,Q43,MOBILE BUS LANE,583
468,2023-12,Q44+,MOBILE BUS LANE,2238
469,2023-12,Q54,MOBILE BUS LANE,3976
470,2023-12,Q58,MOBILE BUS LANE,409
471,2023-12,S79+,MOBILE BUS LANE,131
472,2024-01,B25,MOBILE BUS LANE,903
473,2024-01,B26,MOBILE BUS LANE,23
474,2024-01,B42,MOBILE BUS LANE,189
475,2024-01,B44+,MOBILE BUS LANE,1550
476,2024-01,B46+,MOBILE BUS LANE,2547
477,2024-01,B62,MOBILE BUS LANE,20
478,2024-01,BX12+,MOBILE BUS LANE,2903
479,2024-01,BX19,MOBILE BUS LANE,1773
480,2024-01,BX35,MOBILE BUS LANE,709
481,2024-01,BX36,MOBILE BUS LANE,979
482,2024-01,BX41+,MOBILE BUS LANE,5349
483,2024-01,M14+,MOBILE BUS LANE,1146
484,2024-01,M15+,MOBILE BUS LANE,6552
485,2024-01,M23+,MOBILE BUS LANE,274
486,2024-01,M34+,MOBILE BUS LANE,519
487,2024-01,M86+,MOBILE BUS LANE,54
488,2024-01,Q43,MOBILE BUS LANE,578
489,2024-01,Q44+,MOBILE BUS LANE,2295
490,2024-01,Q54,MOBILE BUS LANE,2791
491,2024-01,Q58,MOBILE BUS LANE,480
492,2024-01,S79+,MOBILE BUS LANE,92
493,2024-02,B25,MOBILE BUS LANE,512
494,2024-02,B26,MOBILE BUS LANE,18
495,2024-02,B42,MOBILE BUS LANE,119
496,2024-02,B44+,MOBILE BUS LANE,1242
497,2024-02,B46+,MOBILE BUS LANE,2748
498,2024-02,B62,MOBILE BUS LANE,15
499,2024-02,BX12+,MOBILE BUS LANE,2811
500,2024-02,BX19,MOBILE BUS LANE,1781
501,2024-02,BX35,MOBILE BUS LANE,636
502,2024-02,BX36,MOBILE BUS LANE,1002
503,2024-02,BX41+,MOBILE BUS LANE,4401
504,2024-02,M14+,MOBILE BUS LANE,1044
505,2024-02,M15+,MOBILE BUS LANE,5655
506,2024-02,M23+,MOBILE BUS LANE,287
507,2024-02,M34+,MOBILE BUS LANE,446
508,2024-02,M86+,MOBILE BUS LANE,63
509,2024-02,Q43,MOBILE BUS LANE,473
510,2024-02,Q44+,MOBILE BUS LANE,1818
511,2024-02,Q54,MOBILE BUS LANE,1183
512,2024-02,Q58,MOBILE BUS LANE,348
513,2024-02,S79+,MOBILE BUS LANE,88
514,2024-03,B25,MOBILE BUS LANE,463
515,2024-03,B26,MOBILE BUS LANE,21
516,2024-03,B42,MOBILE BUS LANE,127
517,2024-03,B44+,MOBILE BUS LANE,1263
518,2024-03,B46+,MOBILE BUS LANE,2722
519,2024-03,B62,MOBILE BUS LANE,8
520,2024-03,BX12+,MOBILE BUS LANE,2949
521,2024-03,BX19,MOBILE BUS LANE,1760
522,2024-03,BX35,MOBILE BUS LANE,702
523,2024-03,BX36,MOBILE BUS LANE,882
524,2024-03,BX41+,MOBILE BUS LANE,5639
525,2024-03,M14+,MOBILE BUS LANE,1119
526,2024-03,M15+,MOBILE BUS LANE,5177
527,2024-03,M23+,MOBILE BUS LANE,261
528,2024-03,M34+,MOBILE BUS LANE,438
529,2024-03,M86+,MOBILE BUS LANE,49
530,2024-03,Q43,MOBILE BUS LANE,476
531,2024-03,Q44+,MOBILE BUS LANE,2052
532,2024-03,Q54,MOBILE BUS LANE,1445
533,2024-03,Q58,MOBILE BUS LANE,322
534,2024-03,S79+,MOBILE BUS LANE,99
535,2024-04,B25,MOBILE BUS LANE,359
536,2024-04,B26,MOBILE BUS LANE,25
537,2024-04,B42,MOBILE BUS LANE,185
538,2024-04,B44+,MOBILE BUS LANE,1254
539,2024-04,B46+,MOBILE BUS LANE,3110
540,2024-04,B62,MOBILE BUS LANE,16
541,2024-04,BX12+,MOBILE BUS LANE,3226
542,2024-04,BX19,MOBILE BUS LANE,1668
543,2024-04,BX35,MOBILE BUS LANE,584
544,2024-04,BX36,MOBILE BUS LANE,951
545,2024-04,BX41+,MOBILE BUS LANE,5733
546,2024-04,M14+,MOBILE BUS LANE,974
547,2024-04,M15+,MOBILE BUS LANE,5588
548,2024-04,M23+,MOBILE BUS LANE,339
549,2024-04,M34+,MOBILE BUS LANE,234
550,2024-04,M86+,MOBILE BUS LANE,44
551,2024-04,Q43,MOBILE BUS LANE,636
552,2024-04,Q44+,MOBILE BUS LANE,1734
553,2024-04,Q54,MOBILE BUS LANE,1568
554,2024-04,Q58,MOBILE BUS LANE,378
555,2024-04,S79+,MOBILE BUS LANE,93
556,2024-05,B25,MOBILE BUS LANE,411
557,2024-05,B26,MOBILE BUS LANE,22
558,2024-05,B42,MOBILE BUS LANE,157
559,2024-05,B44+,MOBILE BUS LANE,1422
560,2024-05,B46+,MOBILE BUS LANE,2789
561,2024-05,B62,MOBILE BUS LANE,10
562,2024-05,BX12+,MOBILE BUS LANE,3068
563,2024-05,BX19,MOBILE BUS LANE,1886
564,2024-05,BX35,MOBILE BUS LANE,643
565,2024-05,BX36,MOBILE BUS LANE,1215
566,2024-05,BX41+,MOBILE BUS LANE,5334
567,2024-05,M14+,MOBILE BUS LANE,727
568,2024-05,M15+,MOBILE BUS LANE,5287
569,2024-05,M23+,MOBILE BUS LANE,239
570,2024-05,M34+,MOBILE BUS LANE,163
571,2024-05,M86+,MOBILE BUS LANE,24
572,2024-05,Q43,MOBILE BUS LANE,522
573,2024-05,Q44+,MOBILE BUS LANE,1577
574,2024-05,Q44+,MOBILE BUS STOP,49
575,2024-05,Q44+,MOBILE DOUBLE PARKED,163
576,2024-05,Q54,MOBILE BUS LANE,1695
577,2024-05,Q58,MOBILE BUS LANE,271
578,2024-05,S79+,MOBILE BUS LANE,86
579,2024-06,B25,MOBILE BUS LANE,415
580,2024-06,B26,MOBILE BUS LANE,9
581,2024-06,B42,MOBILE BUS LANE,143
582,2024-06,B44+,MOBILE BUS LANE,1088
583,2024-06,B44+,MOBILE BUS STOP,1447
584,2024-06,B44+,MOBILE DOUBLE PARKED,305
585,2024-06,B46+,MOBILE BUS LANE,2367
586,2024-06,B46+,MOBILE BUS STOP,1409
587,2024-06,B46+,MOBILE DOUBLE PARKED,552
588,2024-06,B62,MOBILE BUS LANE,161
589,2024-06,B62,MOBILE BUS STOP,973
590,2024-06,B62,MOBILE DOUBLE PARKED,58
591,2024-06,BX12+,MOBILE BUS LANE,2728
592,2024-06,BX12+,MOBILE BUS STOP,857
593,2024-06,BX12+,MOBILE DOUBLE PARKED,553
594,2024-06,BX19,MOBILE BUS LANE,1575
595,2024-06,BX19,MOBILE BUS STOP,3195
596,2024-06,BX19,MOBILE DOUBLE PARKED,5025
597,2024-06,BX35,MOBILE BUS LANE,680
598,2024-06,BX36,MOBILE BUS LANE,871
599,2024-06,BX36,MOBILE BUS STOP,2091
600,2024-06,BX36,MOBILE DOUBLE PARKED,1941
601,2024-06,BX41+,MOBILE BUS LANE,4772
602,2024-06,BX41+,MOBILE BUS STOP,942
603,2024-06,BX41+,MOBILE DOUBLE PARKED,523
604,2024-06,M14+,MOBILE BUS LANE,804
605,2024-06,M14+,MOBILE BUS STOP,423
606,2024-06,M14+,MOBILE DOUBLE PARKED,47
607,2024-06,M15+,MOBILE BUS LANE,4931
608,2024-06,M15+,MOBILE BUS STOP,1850
609,2024-06,M15+,MOBILE DOUBLE PARKED,358
610,2024-06,M23+,MOBILE BUS LANE,370
611,2024-06,M23+,MOBILE BUS STOP,121
612,2024-06,M23+,MOBILE DOUBLE PARKED,5
613,2024-06,M34+,MOBILE BUS LANE,260
614,2024-06,M34+,MOBILE BUS STOP,296
615,2024-06,M34+,MOBILE DOUBLE PARKED,37
616,2024-06,M86+,MOBILE BUS LANE,38
617,2024-06,Q43,MOBILE BUS LANE,467
618,2024-06,Q44+,MOBILE BUS LANE,1661
619,2024-06,Q44+,MOBILE BUS STOP,1040
620,2024-06,Q44+,MOBILE DOUBLE PARKED,816
621,2024-06,Q54,MOBILE BUS LANE,1673
622,2024-06,Q54,MOBILE BUS STOP,1665
623,2024-06,Q54,MOBILE DOUBLE PARKED,119
624,2024-06,Q58,MOBILE BUS LANE,271
625,2024-06,Q58,MOBILE BUS STOP,2364
626,2024-06,Q58,MOBILE DOUBLE PARKED,164
627,2024-06,S79+,MOBILE BUS LANE,77
628,2024-07,B25,MOBILE BUS LANE,438
629,2024-07,B26,MOBILE BUS LANE,19
630,2024-07,B42,MOBILE BUS LANE,199
631,2024-07,B44+,MOBILE BUS LANE,835
632,2024-07,B44+,MOBILE BUS STOP,4643
633,2024-07,B44+,MOBILE DOUBLE PARKED,564
634,2024-07,B46+,MOBILE BUS LANE,1679
635,2024-07,B46+,MOBILE BUS STOP,3996
636,2024-07,B46+,MOBILE DOUBLE PARKED,1142
637,2024-07,B62,MOBILE BUS LANE,65
638,2024-07,B62,MOBILE BUS STOP,3641
639,2024-07,B62,MOBILE DOUBLE PARKED,177
640,2024-07,BX12+,MOBILE BUS LANE,3363
641,2024-07,BX12+,MOBILE BUS STOP,3216
642,2024-07,BX12+,MOBILE DOUBLE PARKED,2283
643,2024-07,BX19,MOBILE BUS LANE,1565
644,2024-07,BX19,MOBILE BUS STOP,9694
645,2024-07,BX19,MOBILE DOUBLE PARKED,14721
646,2024-07,BX35,MOBILE BUS LANE,587
647,2024-07,BX36,MOBILE BUS LANE,812
648,2024-07,BX36,MOBILE BUS STOP,6940
649,2024-07,BX36,MOBILE DOUBLE PARKED,6233
650,2024-07,BX41+,MOBILE BUS LANE,4465
651,2024-07,BX41+,MOBILE BUS STOP,2962
652,2024-07,BX41+,MOBILE DOUBLE PARKED,1989
653,2024-07,M14+,MOBILE BUS LANE,1073
654,2024-07,M14+,MOBILE BUS STOP,1129
655,2024-07,M14+,MOBILE DOUBLE PARKED,53
656,2024-07,M15+,MOBILE BUS LANE,4601
657,2024-07,M15+,MOBILE BUS STOP,7189
658,2024-07,M15+,MOBILE DOUBLE PARKED,1058
659,2024-07,M23+,MOBILE BUS LANE,300
660,2024-07,M23+,MOBILE BUS STOP,402
661,2024-07,M23+,MOBILE DOUBLE PARKED,11
662,2024-07,M34+,MOBILE BUS LANE,397
663,2024-07,M34+,MOBILE BUS STOP,968
664,2024-07,M34+,MOBILE DOUBLE PARKED,198
665,2024-07,M86+,MOBILE BUS LANE,35
666,2024-07,Q43,MOBILE BUS LANE,553
667,2024-07,Q44+,MOBILE BUS LANE,1699
668,2024-07,Q44+,MOBILE BUS STOP,5655
669,2024-07,Q44+,MOBILE DOUBLE PARKED,2320
670,2024-07,Q54,MOBILE BUS LANE,1985
671,2024-07,Q54,MOBILE BUS STOP,4993
672,2024-07,Q54,MOBILE DOUBLE PARKED,276
673,2024-07,Q58,MOBILE BUS LANE,217
674,2024-07,Q58,MOBILE BUS STOP,6919
675,2024-07,Q58,MOBILE DOUBLE PARKED,463
676,2024-07,S79+,MOBILE BUS LANE,75
677,2024-08,B25,MOBILE BUS LANE,427
678,2024-08,B26,MOBILE BUS LANE,12
679,2024-08,B42,MOBILE BUS LANE,150
680,2024-08,B44+,MOBILE BUS LANE,970
681,2024-08,B44+,MOBILE BUS STOP,4522
682,2024-08,B44+,MOBILE DOUBLE PARKED,2373
683,2024-08,B46+,MOBILE BUS LANE,2137
684,2024-08,B46+,MOBILE BUS STOP,3526
685,2024-08,B46+,MOBILE DOUBLE PARKED,1935
686,2024-08,B62,MOBILE BUS LANE,3
687,2024-08,B62,MOBILE BUS STOP,1881
688,2024-08,B62,MOBILE DOUBLE PARKED,400
689,2024-08,BX12+,MOBILE BUS LANE,3053
690,2024-08,BX12+,MOBILE BUS STOP,2586
691,2024-08,BX12+,MOBILE DOUBLE PARKED,5477
692,2024-08,BX19,MOBILE BUS LANE,1449
693,2024-08,BX19,MOBILE BUS STOP,7573
694,2024-08,BX19,MOBILE DOUBLE PARKED,24694
695,2024-08,BX35,MOBILE BUS LANE,575
696,2024-08,BX36,MOBILE BUS LANE,799
697,2024-08,BX36,MOBILE BUS STOP,6525
698,2024-08,BX36,MOBILE DOUBLE PARKED,14458
699,2024-08,BX41+,MOBILE BUS LANE,4216
700,2024-08,BX41+,MOBILE BUS STOP,2809
701,2024-08,BX41+,MOBILE DOUBLE PARKED,4021
702,2024-08,M14+,MOBILE BUS LANE,922
703,2024-08,M14+,MOBILE BUS STOP,1052
704,2024-08,M14+,MOBILE DOUBLE PARKED,188
705,2024-08,M15+,MOBILE BUS LANE,4285
706,2024-08,M15+,MOBILE BUS STOP,7144
707,2024-08,M15+,MOBILE DOUBLE PARKED,1842
708,2024-08,M23+,MOBILE BUS LANE,418
709,2024-08,M23+,MOBILE BUS STOP,439
710,2024-08,M23+,MOBILE DOUBLE PARKED,47
711,2024-08,M34+,MOBILE BUS LANE,324
712,2024-08,M34+,MOBILE BUS STOP,968
713,2024-08,M34+,MOBILE DOUBLE PARKED,228
714,2024-08,M86+,MOBILE BUS LANE,55
715,2024-08,Q43,MOBILE BUS LANE,538
716,2024-08,Q44+,MOBILE BUS LANE,1918
717,2024-08,Q44+,MOBILE BUS STOP,6012
718,2024-08,Q44+,MOBILE DOUBLE PARKED,3163
719,2024-08,Q54,MOBILE BUS LANE,1527
720,2024-08,Q54,MOBILE BUS STOP,4110
721,2024-08,Q54,MOBILE DOUBLE PARKED,686
722,2024-08,Q58,MOBILE BUS LANE,184
723,2024-08,Q58,MOBILE BUS STOP,5820
724,2024-08,Q58,MOBILE DOUBLE PARKED,2984
725,2024-08,S79+,MOBILE BUS LANE,34
726,2024-09,B25,MOBILE BUS LANE,721
727,2024-09,B25,MOBILE BUS STOP,84
728,2024-09,B25,MOBILE DOUBLE PARKED,22
729,2024-09,B26,MOBILE BUS LANE,4
730,2024-09,B26,MOBILE BUS STOP,62
731,2024-09,B26,MOBILE DOUBLE PARKED,24
732,2024-09,B35,MOBILE BUS STOP,3629
733,2024-09,B41,MOBILE BUS LANE,228
734,2024-09,B41,MOBILE BUS STOP,2025
735,2024-09,B41,MOBILE DOUBLE PARKED,2262
736,2024-09,B42,MOBILE BUS LANE,128
737,2024-09,B42,MOBILE BUS STOP,108
738,2024-09,B42,MOBILE DOUBLE PARKED,28
739,2024-09,B44+,MOBILE BUS LANE,1355
740,2024-09,B44+,MOBILE BUS STOP,4737
741,2024-09,B44+,MOBILE DOUBLE PARKED,3512
742,2024-09,B46+,MOBILE BUS LANE,2515
743,2024-09,B46+,MOBILE BUS STOP,3479
744,2024-09,B46+,MOBILE DOUBLE PARKED,2866
745,2024-09,B62,MOBILE BUS LANE,72
746,2024-09,B62,MOBILE BUS STOP,1693
747,2024-09,B62,MOBILE DOUBLE PARKED,330
748,2024-09,B82+,MOBILE BUS LANE,62
749,2024-09,B82+,MOBILE BUS STOP,503
750,2024-09,B82+,MOBILE DOUBLE PARKED,272
751,2024-09,BX12+,MOBILE BUS LANE,2298
752,2024-09,BX12+,MOBILE BUS STOP,1569
753,2024-09,BX12+,MOBILE DOUBLE PARKED,4578
754,2024-09,BX19,MOBILE BUS LANE,1294
755,2024-09,BX19,MOBILE BUS STOP,5739
756,2024-09,BX19,MOBILE DOUBLE PARKED,21296
757,2024-09,BX28,MOBILE BUS LANE,383
758,2024-09,BX28,MOBILE BUS STOP,1272
759,2024-09,BX28,MOBILE DOUBLE PARKED,2268
760,2024-09,BX35,MOBILE BUS LANE,533
761,2024-09,BX35,MOBILE BUS STOP,505
762,2024-09,BX35,MOBILE DOUBLE PARKED,3246
763,2024-09,BX36,MOBILE BUS LANE,691
764,2024-09,BX36,MOBILE BUS STOP,4905
765,2024-09,BX36,MOBILE DOUBLE PARKED,14073
766,2024-09,BX38,MOBILE BUS STOP,497
767,2024-09,BX38,MOBILE DOUBLE PARKED,1921
768,2024-09,BX41+,MOBILE BUS LANE,3508
769,2024-09,BX41+,MOBILE BUS STOP,1813
770,2024-09,BX41+,MOBILE DOUBLE PARKED,3326
771,2024-09,BX6+,MOBILE BUS LANE,23
772,2024-09,BX6+,MOBILE BUS STOP,175
773,2024-09,BX6+,MOBILE DOUBLE PARKED,449
774,2024-09,M101,MOBILE BUS LANE,2630
775,2024-09,M101,MOBILE BUS STOP,5032
776,2024-09,M101,MOBILE DOUBLE PARKED,4483
777,2024-09,M14+,MOBILE BUS LANE,909
778,2024-09,M14+,MOBILE BUS STOP,878
779,2024-09,M14+,MOBILE DOUBLE PARKED,297
780,2024-09,M15+,MOBILE BUS LANE,4747
781,2024-09,M15+,MOBILE BUS STOP,5801
782,2024-09,M15+,MOBILE DOUBLE PARKED,1899
783,2024-09,M23+,MOBILE BUS LANE,330
784,2024-09,M23+,MOBILE BUS STOP,298
785,2024-09,M23+,MOBILE DOUBLE PARKED,35
786,2024-09,M34+,MOBILE BUS LANE,268
787,2024-09,M34+,MOBILE BUS STOP,750
788,2024-09,M34+,MOBILE DOUBLE PARKED,138
789,2024-09,M60+,MOBILE BUS LANE,267
790,2024-09,M60+,MOBILE BUS STOP,113
791,2024-09,M60+,MOBILE DOUBLE PARKED,135
792,2024-09,M79+,MOBILE BUS LANE,63
793,2024-09,M79+,MOBILE BUS STOP,38
794,2024-09,M79+,MOBILE DOUBLE PARKED,160
795,2024-09,M86+,MOBILE BUS LANE,59
796,2024-09,M86+,MOBILE BUS STOP,63
797,2024-09,M86+,MOBILE DOUBLE PARKED,190
798,2024-09,Q43,MOBILE BUS LANE,483
799,2024-09,Q43,MOBILE BUS STOP,1038
800,2024-09,Q43,MOBILE DOUBLE PARKED,477
801,2024-09,Q44+,MOBILE BUS LANE,1767
802,2024-09,Q44+,MOBILE BUS STOP,4179
803,2024-09,Q44+,MOBILE DOUBLE PARKED,2588
804,2024-09,Q5,MOBILE BUS LANE,83
805,2024-09,Q5,MOBILE BUS STOP,130
806,2024-09,Q5,MOBILE DOUBLE PARKED,24
807,2024-09,Q53+,MOBILE BUS LANE,31
808,2024-09,Q53+,MOBILE BUS STOP,97
809,2024-09,Q53+,MOBILE DOUBLE PARKED,24
810,2024-09,Q54,MOBILE BUS LANE,1596
811,2024-09,Q54,MOBILE BUS STOP,3522
812,2024-09,Q54,MOBILE DOUBLE PARKED,677
813,2024-09,Q58,MOBILE BUS LANE,262
814,2024-09,Q58,MOBILE BUS STOP,4525
815,2024-09,Q58,MOBILE DOUBLE PARKED,2905
816,2024-09,Q69,MOBILE BUS LANE,5
817,2024-09,Q69,MOBILE BUS STOP,21
818,2024-09,Q69,MOBILE DOUBLE PARKED,3
819,2024-09,S46,MOBILE BUS LANE,706
820,2024-09,S46,MOBILE BUS STOP,344
821,2024-09,S46,MOBILE DOUBLE PARKED,2810
822,2024-09,S79+,MOBILE BUS LANE,41
823,2024-09,S79+,MOBILE BUS STOP,448
824,2024-09,S79+,MOBILE DOUBLE PARKED,686
825,2024-10,B25,MOBILE BUS LANE,1227
826,2024-10,B25,MOBILE BUS STOP,2038
827,2024-10,B25,MOBILE DOUBLE PARKED,643
828,2024-10,B26,MOBILE BUS LANE,27
829,2024-10,B26,MOBILE BUS STOP,2498
830,2024-10,B26,MOBILE DOUBLE PARKED,432
831,2024-10,B35,MOBILE BUS STOP,9077
832,2024-10,B41,MOBILE BUS LANE,1440
833,2024-10,B41,MOBILE BUS STOP,5381
834,2024-10,B41,MOBILE DOUBLE PARKED,4353
835,2024-10,B42,MOBILE BUS LANE,267
836,2024-10,B42,MOBILE BUS STOP,396
837,2024-10,B42,MOBILE DOUBLE PARKED,46
838,2024-10,B44+,MOBILE BUS LANE,1753
839,2024-10,B44+,MOBILE BUS STOP,6502
840,2024-10,B44+,MOBILE DOUBLE PARKED,3543
841,2024-10,B46+,MOBILE BUS LANE,2611
842,2024-10,B46+,MOBILE BUS STOP,4497
843,2024-10,B46+,MOBILE DOUBLE PARKED,2286
844,2024-10,B62,MOBILE BUS LANE,3
845,2024-10,B62,MOBILE BUS STOP,1207
846,2024-10,B62,MOBILE DOUBLE PARKED,271
847,2024-10,B82+,MOBILE BUS LANE,1212
848,2024-10,B82+,MOBILE BUS STOP,7934
849,2024-10,B82+,MOBILE DOUBLE PARKED,4425
850,2024-10,BX12+,MOBILE BUS LANE,2929
851,2024-10,BX12+,MOBILE BUS STOP,2086
852,2024-10,BX12+,MOBILE DOUBLE PARKED,4570
853,2024-10,BX19,MOBILE BUS LANE,1237
854,2024-10,BX19,MOBILE BUS STOP,6879
855,2024-10,BX19,MOBILE DOUBLE PARKED,19117
856,2024-10,BX28,MOBILE BUS LANE,595
857,2024-10,BX28,MOBILE BUS STOP,3365
858,2024-10,BX28,MOBILE DOUBLE PARKED,4358
859,2024-10,BX35,MOBILE BUS LANE,532
860,2024-10,BX35,MOBILE BUS STOP,2006
861,2024-10,BX35,MOBILE DOUBLE PARKED,7136
862,2024-10,BX36,MOBILE BUS LANE,689
863,2024-10,BX36,MOBILE BUS STOP,5907
864,2024-10,BX36,MOBILE DOUBLE PARKED,13775
865,2024-10,BX38,MOBILE BUS STOP,1300
866,2024-10,BX38,MOBILE DOUBLE PARKED,3295
867,2024-10,BX41+,MOBILE BUS LANE,3767
868,2024-10,BX41+,MOBILE BUS STOP,2429
869,2024-10,BX41+,MOBILE DOUBLE PARKED,3798
870,2024-10,BX6+,MOBILE BUS LANE,717
871,2024-10,BX6+,MOBILE BUS STOP,5818
872,2024-10,BX6+,MOBILE DOUBLE PARKED,10452
873,2024-10,M101,MOBILE BUS LANE,2631
874,2024-10,M101,MOBILE BUS STOP,14239
875,2024-10,M101,MOBILE DOUBLE PARKED,15270
876,2024-10,M14+,MOBILE BUS LANE,1154
877,2024-10,M14+,MOBILE BUS STOP,1245
878,2024-10,M14+,MOBILE DOUBLE PARKED,389
879,2024-10,M15+,MOBILE BUS LANE,6480
880,2024-10,M15+,MOBILE BUS STOP,10201
881,2024-10,M15+,MOBILE DOUBLE PARKED,3426
882,2024-10,M23+,MOBILE BUS LANE,429
883,2024-10,M23+,MOBILE BUS STOP,504
884,2024-10,M23+,MOBILE DOUBLE PARKED,52
885,2024-10,M34+,MOBILE BUS LANE,409
886,2024-10,M34+,MOBILE BUS STOP,1135
887,2024-10,M34+,MOBILE DOUBLE PARKED,177
888,2024-10,M60+,MOBILE BUS LANE,7834
889,2024-10,M60+,MOBILE BUS STOP,4590
890,2024-10,M60+,MOBILE DOUBLE PARKED,5220
891,2024-10,M79+,MOBILE BUS LANE,1534
892,2024-10,M79+,MOBILE BUS STOP,820
893,2024-10,M79+,MOBILE DOUBLE PARKED,3175
894,2024-10,M86+,MOBILE BUS LANE,257
895,2024-10,M86+,MOBILE BUS STOP,1065
896,2024-10,M86+,MOBILE DOUBLE PARKED,3628
897,2024-10,Q43,MOBILE BUS LANE,730
898,2024-10,Q43,MOBILE BUS STOP,3977
899,2024-10,Q43,MOBILE DOUBLE PARKED,1477
900,2024-10,Q44+,MOBILE BUS LANE,1669
901,2024-10,Q44+,MOBILE BUS STOP,4883
902,2024-10,Q44+,MOBILE DOUBLE PARKED,2489
903,2024-10,Q5,MOBILE BUS LANE,1672
904,2024-10,Q5,MOBILE BUS STOP,3565
905,2024-10,Q5,MOBILE DOUBLE PARKED,464
906,2024-10,Q53+,MOBILE BUS LANE,1118
907,2024-10,Q53+,MOBILE BUS STOP,4064
